models=Random WayPoint	locationinitializer=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	maps=squarereflect	height=500	width=500	maxspeed=10	rangealgorithms=NullPowerAlgorithm	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=10	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range
779	4	179	310	6.98	5.49	0
779	5	171	195	8.81	1.04	0
779	6	293	16	5.3	4.27	0
779	7	297	418	9.07	6.02	0
779	8	174	248	7.71	3.12	0
779	9	243	197	5.18	2.84	0
780	0	249	359	6.41	4.9	0
780	1	481	327	8.75	1.12	0
780	2	337	314	7.35	3.95	0
780	3	107	194	6.18	4.5	0
780	4	184	305	6.98	5.49	0
780	5	175	203	8.81	1.04	0
780	6	293	16	5.3	4.27	0
780	7	306	416	9.07	6.02	0
780	8	173	248	7.71	3.12	0
780	9	238	199	5.18	2.84	0
781	0	251	353	6.41	4.9	0
781	1	485	335	8.75	1.12	0
781	2	332	309	7.35	3.95	0
781	3	105	188	6.18	4.5	0
781	4	189	300	6.98	5.49	0
781	5	180	210	8.81	1.04	0
781	6	293	16	5.3	4.27	0
781	7	315	413	9.07	6.02	0
781	8	173	248	7.71	3.12	0
781	9	233	200	5.18	2.84	0
782	0	252	346	6.41	4.9	0
782	1	489	342	8.75	1.12	0
782	2	327	303	7.35	3.95	0
782	3	104	182	6.18	4.5	0
782	4	194	295	6.98	5.49	0
782	5	184	218	8.81	1.04	0
782	6	293	16	5.3	4.27	0
782	7	323	411	9.07	6.02	0
782	8	173	248	7.71	3.12	0
782	9	228	202	5.18	2.84	0
783	0	253	340	6.41	4.9	0
783	1	493	350	8.75	1.12	0
783	2	322	298	7.35	3.95	0
783	3	103	176	6.18	4.5	0
783	4	199	290	6.98	5.49	0
783	5	189	226	8.81	1.04	0
783	6	293	16	5.3	4.27	0
783	7	332	409	9.07	6.02	0
783	8	173	248	7.71	3.12	0
783	9	223	204	5.18	2.84	0
784	0	254	334	6.41	4.9	0
784	1	496	358	8.75	1.12	0
784	2	317	293	7.35	3.95	0
784	3	101	170	6.18	4.5	0
784	4	204	285	6.98	5.49	0
784	5	193	233	8.81	1.04	0
784	6	293	16	5.3	4.27	0
784	7	341	406	9.07	6.02	0
784	8	173	248	7.71	3.12	0
784	9	218	205	5.18	2.84	0
785	0	255	328	6.41	4.9	0
785	1	497	360	8.75	1.12	0
785	2	312	287	7.35	3.95	0
785	3	100	164	6.18	4.5	0
785	4	209	280	6.98	5.49	0
785	5	198	241	8.81	1.04	0
785	6	293	16	5.3	4.27	0
785	7	350	404	9.07	6.02	0
785	8	173	248	7.71	3.12	0
785	9	213	207	5.18	2.84	0
786	0	257	321	6.41	4.9	0
786	1	497	360	8.75	1.12	0
786	2	307	282	7.35	3.95	0
786	3	99	158	6.18	4.5	0
786	4	213	275	6.98	5.49	0
786	5	202	248	8.81	1.04	0
786	6	293	16	5.3	4.27	0
786	7	358	402	9.07	6.02	0
786	8	181	252	9.25	0.52	0
786	9	208	208	5.18	2.84	0
787	0	258	315	6.41	4.9	0
787	1	491	354	8.67	3.86	0
787	2	302	277	7.35	3.95	0
787	3	97	152	6.18	4.5	0
787	4	218	270	6.98	5.49	0
787	5	207	256	8.81	1.04	0
787	6	293	16	5.3	4.27	0
787	7	367	399	9.07	6.02	0
787	8	189	257	9.25	0.52	0
787	9	203	210	5.18	2.84	0
788	0	259	309	6.41	4.9	0
788	1	484	349	8.67	3.86	0
788	2	297	271	7.35	3.95	0
788	3	96	146	6.18	4.5	0
788	4	223	265	6.98	5.49	0
788	5	211	264	8.81	1.04	0
788	6	292	23	6.78	1.68	0
788	7	376	397	9.07	6.02	0
788	8	197	262	9.25	0.52	0
788	9	198	211	5.18	2.84	0
789	0	260	302	6.41	4.9	0
789	1	478	343	8.67	3.86	0
789	2	292	266	7.35	3.95	0
789	3	95	140	6.18	4.5	0
789	4	228	260	6.98	5.49	0
789	5	216	271	8.81	1.04	0
789	6	291	29	6.78	1.68	0
789	7	385	395	9.07	6.02	0
789	8	205	266	9.25	0.52	0
789	9	193	213	5.18	2.84	0
790	0	261	296	6.41	4.9	0
790	1	471	337	8.67	3.86	0
790	2	286	261	7.35	3.95	0
790	3	93	133	6.18	4.5	0
790	4	233	255	6.98	5.49	0
790	5	220	279	8.81	1.04	0
790	6	290	36	6.78	1.68	0
790	7	393	392	9.07	6.02	0
790	8	213	271	9.25	0.52	0
790	9	188	214	5.18	2.84	0
791	0	263	290	6.41	4.9	0
791	1	465	331	8.67	3.86	0
791	2	281	256	7.35	3.95	0
791	3	92	127	6.18	4.5	0
791	4	238	250	6.98	5.49	0
791	5	225	286	8.81	1.04	0
791	6	290	43	6.78	1.68	0
791	7	398	391	9.07	6.02	0
791	8	221	275	9.25	0.52	0
791	9	184	216	5.18	2.84	0
792	0	264	283	6.41	4.9	0
792	1	458	326	8.67	3.86	0
792	2	276	250	7.35	3.95	0
792	3	91	121	6.18	4.5	0
792	4	243	245	6.98	5.49	0
792	5	229	294	8.81	1.04	0
792	6	289	50	6.78	1.68	0
792	7	398	391	9.07	6.02	0
792	8	229	280	9.25	0.52	0
792	9	179	218	5.18	2.84	0
793	0	265	277	6.41	4.9	0
793	1	452	320	8.67	3.86	0
793	2	271	245	7.35	3.95	0
793	3	89	115	6.18	4.5	0
793	4	248	240	6.98	5.49	0
793	5	234	301	8.81	1.04	0
793	6	288	56	6.78	1.68	0
793	7	398	391	9.07	6.02	0
793	8	237	285	9.25	0.52	0
793	9	174	219	5.18	2.84	0
794	0	266	271	6.41	4.9	0
794	1	445	314	8.67	3.86	0
794	2	266	240	7.35	3.95	0
794	3	88	109	6.18	4.5	0
794	4	252	235	6.98	5.49	0
794	5	238	309	8.81	1.04	0
794	6	287	63	6.78	1.68	0
794	7	398	391	9.07	6.02	0
794	8	245	289	9.25	0.52	0
794	9	169	221	5.18	2.84	0
795	0	267	265	6.41	4.9	0
795	1	439	309	8.67	3.86	0
795	2	261	234	7.35	3.95	0
795	3	87	103	6.18	4.5	0
795	4	257	230	6.98	5.49	0
795	5	243	317	8.81	1.04	0
795	6	287	70	6.78	1.68	0
795	7	398	391	9.07	6.02	0
795	8	253	294	9.25	0.52	0
795	9	164	222	5.18	2.84	0
796	0	269	258	6.41	4.9	0
796	1	432	303	8.67	3.86	0
796	2	256	229	7.35	3.95	0
796	3	85	97	6.18	4.5	0
796	4	262	225	6.98	5.49	0
796	5	247	324	8.81	1.04	0
796	6	286	77	6.78	1.68	0
796	7	398	391	9.07	6.02	0
796	8	261	298	9.25	0.52	0
796	9	159	224	5.18	2.84	0
797	0	270	252	6.41	4.9	0
797	1	426	297	8.67	3.86	0
797	2	251	224	7.35	3.95	0
797	3	84	91	6.18	4.5	0
797	4	267	220	6.98	5.49	0
797	5	252	332	8.81	1.04	0
797	6	285	83	6.78	1.68	0
797	7	398	391	9.07	6.02	0
797	8	269	303	9.25	0.52	0
797	9	154	225	5.18	2.84	0
798	0	271	246	6.41	4.9	0
798	1	419	291	8.67	3.86	0
798	2	246	218	7.35	3.95	0
798	3	83	85	6.18	4.5	0
798	4	272	215	6.98	5.49	0
798	5	256	339	8.81	1.04	0
798	6	284	90	6.78	1.68	0
798	7	398	391	9.07	6.02	0
798	8	277	308	9.25	0.52	0
798	9	149	227	5.18	2.84	0
799	0	272	239	6.41	4.9	0
799	1	413	286	8.67	3.86	0
799	2	241	213	7.35	3.95	0
799	3	82	79	6.18	4.5	0
799	4	277	210	6.98	5.49	0
799	5	261	347	8.81	1.04	0
799	6	283	97	6.78	1.68	0
799	7	398	391	9.07	6.02	0
799	8	285	312	9.25	0.52	0
799	9	144	228	5.18	2.84	0
800	0	273	233	6.41	4.9	0
800	1	406	280	8.67	3.86	0
800	2	236	208	7.35	3.95	0
800	3	80	73	6.18	4.5	0
800	4	282	205	6.98	5.49	0
800	5	265	354	8.81	1.04	0
800	6	283	104	6.78	1.68	0
800	7	398	391	9.07	6.02	0
800	8	293	317	9.25	0.52	0
800	9	139	230	5.18	2.84	0
801	0	275	227	6.41	4.9	0
801	1	400	274	8.67	3.86	0
801	2	231	202	7.35	3.95	0
801	3	79	67	6.18	4.5	0
801	4	286	200	6.98	5.49	0
801	5	270	362	8.81	1.04	0
801	6	282	110	6.78	1.68	0
801	7	405	397	8.8	0.74	0
801	8	301	321	9.25	0.52	0
801	9	134	231	5.18	2.84	0
802	0	276	220	6.41	4.9	0
802	1	393	269	8.67	3.86	0
802	2	225	197	7.35	3.95	0
802	3	78	61	6.18	4.5	0
802	4	291	195	6.98	5.49	0
802	5	274	370	8.81	1.04	0
802	6	281	117	6.78	1.68	0
802	7	411	403	8.8	0.74	0
802	8	309	326	9.25	0.52	0
802	9	129	233	5.18	2.84	0
803	0	277	214	6.41	4.9	0
803	1	387	263	8.67	3.86	0
803	2	220	192	7.35	3.95	0
803	3	76	55	6.18	4.5	0
803	4	296	190	6.98	5.49	0
803	5	279	377	8.81	1.04	0
803	6	280	124	6.78	1.68	0
803	7	418	409	8.8	0.74	0
803	8	317	331	9.25	0.52	0
803	9	124	235	5.18	2.84	0
804	0	278	208	6.41	4.9	0
804	1	380	257	8.67	3.86	0
804	2	215	186	7.35	3.95	0
804	3	75	51	6.18	4.5	0
804	4	301	185	6.98	5.49	0
804	5	283	385	8.81	1.04	0
804	6	280	130	6.78	1.68	0
804	7	424	415	8.8	0.74	0
804	8	325	335	9.25	0.52	0
804	9	119	236	5.18	2.84	0
805	0	279	202	6.41	4.9	0
805	1	373	251	8.67	3.86	0
805	2	210	181	7.35	3.95	0
805	3	75	51	6.18	4.5	0
805	4	306	180	6.98	5.49	0
805	5	288	392	8.81	1.04	0
805	6	279	137	6.78	1.68	0
805	7	431	420	8.8	0.74	0
805	8	333	340	9.25	0.52	0
805	9	117	237	5.18	2.84	0
806	0	280	195	6.41	4.9	0
806	1	367	246	8.67	3.86	0
806	2	205	176	7.35	3.95	0
806	3	75	51	6.18	4.5	0
806	4	311	175	6.98	5.49	0
806	5	292	400	8.81	1.04	0
806	6	278	144	6.78	1.68	0
806	7	437	426	8.8	0.74	0
806	8	342	344	9.25	0.52	0
806	9	117	237	5.18	2.84	0
807	0	282	189	6.41	4.9	0
807	1	360	240	8.67	3.86	0
807	2	200	171	7.35	3.95	0
807	3	75	51	6.18	4.5	0
807	4	316	170	6.98	5.49	0
807	5	296	408	8.81	1.04	0
807	6	277	151	6.78	1.68	0
807	7	444	432	8.8	0.74	0
807	8	350	349	9.25	0.52	0
807	9	117	237	5.18	2.84	0
808	0	283	183	6.41	4.9	0
808	1	359	238	8.67	3.86	0
808	2	195	165	7.35	3.95	0
808	3	75	51	6.18	4.5	0
808	4	321	165	6.98	5.49	0
808	5	301	415	8.81	1.04	0
808	6	277	157	6.78	1.68	0
808	7	450	438	8.8	0.74	0
808	8	358	354	9.25	0.52	0
808	9	117	237	5.18	2.84	0
809	0	284	176	6.41	4.9	0
809	1	351	240	8.02	2.94	0
809	2	190	160	7.35	3.95	0
809	3	75	51	6.18	4.5	0
809	4	325	160	6.98	5.49	0
809	5	305	423	8.81	1.04	0
809	6	276	164	6.78	1.68	0
809	7	457	444	8.8	0.74	0
809	8	366	358	9.25	0.52	0
809	9	117	237	5.18	2.84	0
810	0	285	170	6.41	4.9	0
810	1	343	242	8.02	2.94	0
810	2	185	155	7.35	3.95	0
810	3	75	51	6.18	4.5	0
810	4	330	155	6.98	5.49	0
810	5	310	430	8.81	1.04	0
810	6	275	171	6.78	1.68	0
810	7	463	450	8.8	0.74	0
810	8	374	363	9.25	0.52	0
810	9	117	237	5.18	2.84	0
811	0	286	164	6.41	4.9	0
811	1	335	243	8.02	2.94	0
811	2	180	149	7.35	3.95	0
811	3	75	51	6.18	4.5	0
811	4	335	150	6.98	5.49	0
811	5	314	438	8.81	1.04	0
811	6	274	178	6.78	1.68	0
811	7	470	456	8.8	0.74	0
811	8	379	366	9.25	0.52	0
811	9	117	237	5.18	2.84	0
812	0	288	157	6.41	4.9	0
812	1	327	245	8.02	2.94	0
812	2	175	144	7.35	3.95	0
812	3	81	58	9.03	0.89	0
812	4	340	145	6.98	5.49	0
812	5	319	445	8.81	1.04	0
812	6	274	184	6.78	1.68	0
812	7	476	462	8.8	0.74	0
812	8	379	366	9.25	0.52	0
812	9	118	244	7.37	1.4	0
813	0	289	151	6.41	4.9	0
813	1	319	246	8.02	2.94	0
813	2	170	139	7.35	3.95	0
813	3	87	65	9.03	0.89	0
813	4	345	140	6.98	5.49	0
813	5	323	453	8.81	1.04	0
813	6	273	191	6.78	1.68	0
813	7	483	468	8.8	0.74	0
813	8	379	366	9.25	0.52	0
813	9	120	251	7.37	1.4	0
814	0	290	145	6.41	4.9	0
814	1	312	248	8.02	2.94	0
814	2	164	133	7.35	3.95	0
814	3	92	72	9.03	0.89	0
814	4	350	135	6.98	5.49	0
814	5	325	456	8.81	1.04	0
814	6	272	198	6.78	1.68	0
814	7	487	471	8.8	0.74	0
814	8	379	366	9.25	0.52	0
814	9	121	259	7.37	1.4	0
815	0	290	143	6.41	4.9	0
815	1	305	249	8.02	2.94	0
815	2	159	128	7.35	3.95	0
815	3	98	79	9.03	0.89	0
815	4	355	130	6.98	5.49	0
815	5	325	456	8.81	1.04	0
815	6	271	205	6.78	1.68	0
815	7	487	471	8.8	0.74	0
815	8	379	366	9.25	0.52	0
815	9	122	266	7.37	1.4	0
816	0	290	143	6.41	4.9	0
816	1	305	249	8.02	2.94	0
816	2	154	123	7.35	3.95	0
816	3	104	86	9.03	0.89	0
816	4	360	125	6.98	5.49	0
816	5	325	456	8.81	1.04	0
816	6	270	211	6.78	1.68	0
816	7	487	471	8.8	0.74	0
816	8	373	362	6.56	3.66	0
816	9	124	273	7.37	1.4	0
817	0	289	148	5.37	1.83	0
817	1	305	249	8.02	2.94	0
817	2	149	117	7.35	3.95	0
817	3	109	93	9.03	0.89	0
817	4	364	120	6.98	5.49	0
817	5	324	446	9.66	4.6	0
817	6	270	218	6.78	1.68	0
817	7	480	464	9.56	3.99	0
817	8	367	359	6.56	3.66	0
817	9	125	280	7.37	1.4	0
818	0	288	153	5.37	1.83	0
818	1	305	249	8.02	2.94	0
818	2	144	112	7.35	3.95	0
818	3	115	100	9.03	0.89	0
818	4	369	115	6.98	5.49	0
818	5	323	437	9.66	4.6	0
818	6	269	225	6.78	1.68	0
818	7	474	457	9.56	3.99	0
818	8	361	356	6.56	3.66	0
818	9	126	288	7.37	1.4	0
819	0	286	159	5.37	1.83	0
819	1	298	247	8.11	3.41	0
819	2	139	107	7.35	3.95	0
819	3	121	107	9.03	0.89	0
819	4	374	110	6.98	5.49	0
819	5	322	427	9.66	4.6	0
819	6	268	232	6.78	1.68	0
819	7	468	450	9.56	3.99	0
819	8	356	353	6.56	3.66	0
819	9	127	295	7.37	1.4	0
820	0	285	164	5.37	1.83	0
820	1	290	245	8.11	3.41	0
820	2	136	103	7.35	3.95	0
820	3	126	114	9.03	0.89	0
820	4	379	105	6.98	5.49	0
820	5	321	418	9.66	4.6	0
820	6	267	238	6.78	1.68	0
820	7	461	443	9.56	3.99	0
820	8	350	349	6.56	3.66	0
820	9	129	302	7.37	1.4	0
821	0	283	169	5.37	1.83	0
821	1	282	243	8.11	3.41	0
821	2	136	103	7.35	3.95	0
821	3	132	121	9.03	0.89	0
821	4	384	100	6.98	5.49	0
821	5	320	408	9.66	4.6	0
821	6	267	245	6.78	1.68	0
821	7	455	435	9.56	3.99	0
821	8	344	346	6.56	3.66	0
821	9	130	309	7.37	1.4	0
822	0	282	174	5.37	1.83	0
822	1	274	240	8.11	3.41	0
822	2	134	111	7.82	1.83	0
822	3	138	128	9.03	0.89	0
822	4	389	95	6.98	5.49	0
822	5	319	398	9.66	4.6	0
822	6	266	252	6.78	1.68	0
822	7	449	428	9.56	3.99	0
822	8	339	343	6.56	3.66	0
822	9	131	317	7.37	1.4	0
823	0	281	179	5.37	1.83	0
823	1	266	238	8.11	3.41	0
823	2	132	118	7.82	1.83	0
823	3	143	135	9.03	0.89	0
823	4	394	90	6.98	5.49	0
823	5	317	389	9.66	4.6	0
823	6	265	257	6.78	1.68	0
823	7	442	421	9.56	3.99	0
823	8	333	340	6.56	3.66	0
823	9	132	324	7.37	1.4	0
824	0	279	184	5.37	1.83	0
824	1	258	236	8.11	3.41	0
824	2	130	126	7.82	1.83	0
824	3	149	143	9.03	0.89	0
824	4	396	87	6.98	5.49	0
824	5	316	379	9.66	4.6	0
824	6	265	257	6.78	1.68	0
824	7	436	414	9.56	3.99	0
824	8	327	336	6.56	3.66	0
824	9	134	331	7.37	1.4	0
825	0	278	190	5.37	1.83	0
825	1	251	234	8.11	3.41	0
825	2	128	134	7.82	1.83	0
825	3	154	150	9.03	0.89	0
825	4	396	87	6.98	5.49	0
825	5	315	370	9.66	4.6	0
825	6	265	257	6.78	1.68	0
825	7	430	407	9.56	3.99	0
825	8	322	333	6.56	3.66	0
825	9	135	338	7.37	1.4	0
826	0	276	195	5.37	1.83	0
826	1	243	232	8.11	3.41	0
826	2	126	141	7.82	1.83	0
826	3	160	157	9.03	0.89	0
826	4	396	87	6.98	5.49	0
826	5	314	360	9.66	4.6	0
826	6	265	257	6.78	1.68	0
826	7	423	400	9.56	3.99	0
826	8	316	330	6.56	3.66	0
826	9	136	346	7.37	1.4	0
827	0	275	200	5.37	1.83	0
827	1	235	230	8.11	3.41	0
827	2	124	149	7.82	1.83	0
827	3	166	164	9.03	0.89	0
827	4	392	91	6.18	2.36	0
827	5	313	350	9.66	4.6	0
827	6	262	253	5.68	4.11	0
827	7	417	392	9.56	3.99	0
827	8	310	326	6.56	3.66	0
827	9	138	353	7.37	1.4	0
828	0	274	205	5.37	1.83	0
828	1	227	227	8.11	3.41	0
828	2	122	156	7.82	1.83	0
828	3	171	171	9.03	0.89	0
828	4	388	96	6.18	2.36	0
828	5	312	341	9.66	4.6	0
828	6	259	248	5.68	4.11	0
828	7	411	385	9.56	3.99	0
828	8	305	323	6.56	3.66	0
828	9	139	360	7.37	1.4	0
829	0	272	210	5.37	1.83	0
829	1	219	225	8.11	3.41	0
829	2	120	164	7.82	1.83	0
829	3	177	178	9.03	0.89	0
829	4	383	100	6.18	2.36	0
829	5	311	331	9.66	4.6	0
829	6	256	243	5.68	4.11	0
829	7	405	378	9.56	3.99	0
829	8	299	320	6.56	3.66	0
829	9	140	367	7.37	1.4	0
830	0	271	216	5.37	1.83	0
830	1	212	223	8.11	3.41	0
830	2	118	171	7.82	1.83	0
830	3	183	185	9.03	0.89	0
830	4	379	105	6.18	2.36	0
830	5	310	322	9.66	4.6	0
830	6	252	239	5.68	4.11	0
830	7	398	371	9.56	3.99	0
830	8	293	317	6.56	3.66	0
830	9	141	375	7.37	1.4	0
831	0	270	221	5.37	1.83	0
831	1	204	221	8.11	3.41	0
831	2	116	179	7.82	1.83	0
831	3	188	192	9.03	0.89	0
831	4	374	109	6.18	2.36	0
831	5	309	312	9.66	4.6	0
831	6	249	234	5.68	4.11	0
831	7	392	364	9.56	3.99	0
831	8	287	313	6.56	3.66	0
831	9	143	382	7.37	1.4	0
832	0	268	226	5.37	1.83	0
832	1	196	219	8.11	3.41	0
832	2	113	186	7.82	1.83	0
832	3	194	199	9.03	0.89	0
832	4	370	113	6.18	2.36	0
832	5	308	302	9.66	4.6	0
832	6	246	229	5.68	4.11	0
832	7	386	357	9.56	3.99	0
832	8	282	310	6.56	3.66	0
832	9	144	389	7.37	1.4	0
833	0	267	231	5.37	1.83	0
833	1	188	216	8.11	3.41	0
833	2	111	194	7.82	1.83	0
833	3	200	206	9.03	0.89	0
833	4	366	118	6.18	2.36	0
833	5	306	293	9.66	4.6	0
833	6	243	225	5.68	4.11	0
833	7	379	349	9.56	3.99	0
833	8	276	307	6.56	3.66	0
833	9	145	396	7.37	1.4	0
834	0	265	236	5.37	1.83	0
834	1	180	214	8.11	3.41	0
834	2	109	202	7.82	1.83	0
834	3	205	213	9.03	0.89	0
834	4	361	122	6.18	2.36	0
834	5	305	283	9.66	4.6	0
834	6	239	220	5.68	4.11	0
834	7	373	342	9.56	3.99	0
834	8	270	304	6.56	3.66	0
834	9	147	404	7.37	1.4	0
835	0	264	242	5.37	1.83	0
835	1	173	212	8.11	3.41	0
835	2	109	203	7.82	1.83	0
835	3	211	220	9.03	0.89	0
835	4	357	126	6.18	2.36	0
835	5	304	274	9.66	4.6	0
835	6	236	215	5.68	4.11	0
835	7	367	335	9.56	3.99	0
835	8	265	300	6.56	3.66	0
835	9	147	409	7.37	1.4	0
836	0	263	247	5.37	1.83	0
836	1	165	210	8.11	3.41	0
836	2	109	203	7.82	1.83	0
836	3	217	227	9.03	0.89	0
836	4	352	131	6.18	2.36	0
836	5	303	264	9.66	4.6	0
836	6	233	211	5.68	4.11	0
836	7	360	328	9.56	3.99	0
836	8	259	297	6.56	3.66	0
836	9	147	409	7.37	1.4	0
837	0	261	252	5.37	1.83	0
837	1	157	208	8.11	3.41	0
837	2	109	203	7.82	1.83	0
837	3	222	234	9.03	0.89	0
837	4	348	135	6.18	2.36	0
837	5	302	254	9.66	4.6	0
837	6	230	206	5.68	4.11	0
837	7	354	321	9.56	3.99	0
837	8	253	294	6.56	3.66	0
837	9	147	409	7.37	1.4	0
838	0	260	257	5.37	1.83	0
838	1	149	205	8.11	3.41	0
838	2	109	203	7.82	1.83	0
838	3	228	241	9.03	0.89	0
838	4	344	139	6.18	2.36	0
838	5	301	245	9.66	4.6	0
838	6	226	201	5.68	4.11	0
838	7	348	314	9.56	3.99	0
838	8	248	291	6.56	3.66	0
838	9	147	409	7.37	1.4	0
839	0	258	262	5.37	1.83	0
839	1	141	203	8.11	3.41	0
839	2	109	203	7.82	1.83	0
839	3	234	248	9.03	0.89	0
839	4	342	141	6.18	2.36	0
839	5	300	235	9.66	4.6	0
839	6	223	197	5.68	4.11	0
839	7	341	306	9.56	3.99	0
839	8	242	287	6.56	3.66	0
839	9	147	409	7.37	1.4	0
840	0	257	268	5.37	1.83	0
840	1	133	201	8.11	3.41	0
840	2	111	196	7.26	4.97	0
840	3	239	255	9.03	0.89	0
840	4	342	141	6.18	2.36	0
840	5	299	226	9.66	4.6	0
840	6	220	192	5.68	4.11	0
840	7	335	299	9.56	3.99	0
840	8	236	284	6.56	3.66	0
840	9	149	399	9.8	4.91	0
841	0	256	273	5.37	1.83	0
841	1	126	199	8.11	3.41	0
841	2	113	189	7.26	4.97	0
841	3	245	262	9.03	0.89	0
841	4	342	141	6.18	2.36	0
841	5	298	216	9.66	4.6	0
841	6	217	187	5.68	4.11	0
841	7	329	292	9.56	3.99	0
841	8	231	281	6.56	3.66	0
841	9	151	390	9.8	4.91	0
842	0	254	278	5.37	1.83	0
842	1	118	197	8.11	3.41	0
842	2	114	182	7.26	4.97	0
842	3	251	269	9.03	0.89	0
842	4	342	141	6.18	2.36	0
842	5	297	206	9.66	4.6	0
842	6	214	183	5.68	4.11	0
842	7	322	285	9.56	3.99	0
842	8	225	277	6.56	3.66	0
842	9	153	380	9.8	4.91	0
843	0	253	283	5.37	1.83	0
843	1	110	195	8.11	3.41	0
843	2	116	175	7.26	4.97	0
843	3	256	276	9.03	0.89	0
843	4	342	141	6.18	2.36	0
843	5	295	197	9.66	4.6	0
843	6	210	178	5.68	4.11	0
843	7	316	278	9.56	3.99	0
843	8	219	274	6.56	3.66	0
843	9	155	371	9.8	4.91	0
844	0	252	288	5.37	1.83	0
844	1	102	192	8.11	3.41	0
844	2	118	168	7.26	4.97	0
844	3	262	283	9.03	0.89	0
844	4	343	147	5.86	1.36	0
844	5	294	187	9.66	4.6	0
844	6	207	173	5.68	4.11	0
844	7	310	270	9.56	3.99	0
844	8	213	271	6.56	3.66	0
844	9	157	361	9.8	4.91	0
845	0	250	293	5.37	1.83	0
845	1	94	190	8.11	3.41	0
845	2	120	161	7.26	4.97	0
845	3	268	290	9.03	0.89	0
845	4	345	152	5.86	1.36	0
845	5	293	178	9.66	4.6	0
845	6	204	169	5.68	4.11	0
845	7	304	263	9.56	3.99	0
845	8	208	268	6.56	3.66	0
845	9	159	351	9.8	4.91	0
846	0	249	299	5.37	1.83	0
846	1	92	189	8.11	3.41	0
846	2	122	154	7.26	4.97	0
846	3	273	297	9.03	0.89	0
846	4	346	158	5.86	1.36	0
846	5	292	168	9.66	4.6	0
846	6	201	164	5.68	4.11	0
846	7	297	256	9.56	3.99	0
846	8	202	264	6.56	3.66	0
846	9	161	342	9.8	4.91	0
847	0	247	304	5.37	1.83	0
847	1	92	189	8.11	3.41	0
847	2	124	147	7.26	4.97	0
847	3	279	304	9.03	0.89	0
847	4	347	164	5.86	1.36	0
847	5	292	167	9.66	4.6	0
847	6	197	159	5.68	4.11	0
847	7	291	249	9.56	3.99	0
847	8	196	261	6.56	3.66	0
847	9	163	332	9.8	4.91	0
848	0	246	309	5.37	1.83	0
848	1	92	189	8.11	3.41	0
848	2	125	140	7.26	4.97	0
848	3	285	311	9.03	0.89	0
848	4	348	170	5.86	1.36	0
848	5	292	167	9.66	4.6	0
848	6	194	154	5.68	4.11	0
848	7	285	242	9.56	3.99	0
848	8	191	258	6.56	3.66	0
848	9	165	322	9.8	4.91	0
849	0	245	314	5.37	1.83	0
849	1	92	196	6.38	1.48	0
849	2	127	133	7.26	4.97	0
849	3	290	319	9.03	0.89	0
849	4	349	175	5.86	1.36	0
849	5	292	167	9.66	4.6	0
849	6	191	150	5.68	4.11	0
849	7	278	235	9.56	3.99	0
849	8	185	255	6.56	3.66	0
849	9	167	313	9.8	4.91	0
850	0	243	319	5.37	1.83	0
850	1	93	202	6.38	1.48	0
850	2	129	126	7.26	4.97	0
850	3	292	321	9.03	0.89	0
850	4	351	181	5.86	1.36	0
850	5	292	167	9.66	4.6	0
850	6	188	145	5.68	4.11	0
850	7	272	227	9.56	3.99	0
850	8	179	251	6.56	3.66	0
850	9	169	303	9.8	4.91	0
851	0	242	325	5.37	1.83	0
851	1	93	208	6.38	1.48	0
851	2	131	119	7.26	4.97	0
851	3	292	321	9.03	0.89	0
851	4	352	187	5.86	1.36	0
851	5	292	167	9.66	4.6	0
851	6	184	140	5.68	4.11	0
851	7	266	220	9.56	3.99	0
851	8	174	248	6.56	3.66	0
851	9	171	294	9.8	4.91	0
852	0	240	330	5.37	1.83	0
852	1	94	215	6.38	1.48	0
852	2	133	112	7.26	4.97	0
852	3	292	321	9.03	0.89	0
852	4	353	192	5.86	1.36	0
852	5	300	170	8.76	0.29	0
852	6	181	136	5.68	4.11	0
852	7	259	213	9.56	3.99	0
852	8	168	245	6.56	3.66	0
852	9	173	284	9.8	4.91	0
853	0	239	335	5.37	1.83	0
853	1	95	221	6.38	1.48	0
853	2	135	105	7.26	4.97	0
853	3	292	321	9.03	0.89	0
853	4	354	198	5.86	1.36	0
853	5	309	172	8.76	0.29	0
853	6	178	131	5.68	4.11	0
853	7	253	206	9.56	3.99	0
853	8	162	241	6.56	3.66	0
853	9	175	274	9.8	4.91	0
854	0	238	340	5.37	1.83	0
854	1	95	228	6.38	1.48	0
854	2	136	98	7.26	4.97	0
854	3	292	321	9.03	0.89	0
854	4	355	204	5.86	1.36	0
854	5	317	175	8.76	0.29	0
854	6	175	126	5.68	4.11	0
854	7	247	199	9.56	3.99	0
854	8	156	238	6.56	3.66	0
854	9	176	265	9.8	4.91	0
855	0	236	345	5.37	1.83	0
855	1	96	234	6.38	1.48	0
855	2	138	91	7.26	4.97	0
855	3	295	312	9.53	5.03	0
