models=Random WayPoint	locationinitializer=random initializer	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	scale=1.0	params=0.0,1.0,	bias=0.0	distribution=jsc.distributions.Uniform	maxpausetime=10	minspeed=5	maps=squarereflect	height=500	width=500	maxspeed=10	rangealgorithms=NullPowerAlgorithm	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=10	maxsimulationtime=1000
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range
183	1	136	162	5.8	5.1	0
183	2	313	78	5.57	2.39	0
183	3	231	121	6.7	2.64	0
183	4	162	384	8.68	5.56	0
183	5	240	227	8.27	3.32	0
183	6	298	209	9.08	1.84	0
183	7	206	319	5.64	2.45	0
183	8	427	361	6.66	3.68	0
183	9	360	192	6.02	1.24	0
184	0	230	305	9.77	4.12	0
184	1	139	156	5.8	5.1	0
184	2	309	82	5.57	2.39	0
184	3	228	122	6.7	2.64	0
184	4	168	378	8.68	5.56	0
184	5	231	225	8.27	3.32	0
184	6	296	218	9.08	1.84	0
184	7	202	323	5.64	2.45	0
184	8	421	358	6.66	3.68	0
184	9	362	197	6.02	1.24	0
185	0	225	297	9.77	4.12	0
185	1	141	151	5.8	5.1	0
185	2	305	86	5.57	2.39	0
185	3	228	122	6.7	2.64	0
185	4	175	373	8.68	5.56	0
185	5	223	224	8.27	3.32	0
185	6	293	227	9.08	1.84	0
185	7	197	326	5.64	2.45	0
185	8	415	355	6.66	3.68	0
185	9	364	203	6.02	1.24	0
186	0	219	289	9.77	4.12	0
186	1	143	145	5.8	5.1	0
186	2	300	90	5.57	2.39	0
186	3	228	122	6.7	2.64	0
186	4	181	367	8.68	5.56	0
186	5	215	223	8.27	3.32	0
186	6	291	236	9.08	1.84	0
186	7	193	330	5.64	2.45	0
186	8	410	351	6.66	3.68	0
186	9	366	209	6.02	1.24	0
187	0	214	281	9.77	4.12	0
187	1	145	140	5.8	5.1	0
187	2	296	93	5.57	2.39	0
187	3	228	122	6.7	2.64	0
187	4	188	361	8.68	5.56	0
187	5	207	221	8.27	3.32	0
187	6	288	244	9.08	1.84	0
187	7	189	334	5.64	2.45	0
187	8	404	348	6.66	3.68	0
187	9	368	215	6.02	1.24	0
188	0	208	273	9.77	4.12	0
188	1	147	135	5.8	5.1	0
188	2	292	97	5.57	2.39	0
188	3	228	122	6.7	2.64	0
188	4	194	355	8.68	5.56	0
188	5	199	220	8.27	3.32	0
188	6	286	253	9.08	1.84	0
188	7	184	337	5.64	2.45	0
188	8	398	344	6.66	3.68	0
188	9	370	220	6.02	1.24	0
189	0	203	265	9.77	4.12	0
189	1	150	129	5.8	5.1	0
189	2	288	101	5.57	2.39	0
189	3	228	122	6.7	2.64	0
189	4	201	350	8.68	5.56	0
189	5	191	218	8.27	3.32	0
189	6	283	262	9.08	1.84	0
189	7	180	341	5.64	2.45	0
189	8	392	341	6.66	3.68	0
189	9	372	226	6.02	1.24	0
190	0	197	257	9.77	4.12	0
190	1	152	124	5.8	5.1	0
190	2	284	105	5.57	2.39	0
190	3	228	122	6.7	2.64	0
190	4	207	344	8.68	5.56	0
190	5	183	217	8.27	3.32	0
190	6	281	271	9.08	1.84	0
190	7	176	345	5.64	2.45	0
190	8	387	338	6.66	3.68	0
190	9	374	232	6.02	1.24	0
191	0	192	248	9.77	4.12	0
191	1	154	118	5.8	5.1	0
191	2	280	109	5.57	2.39	0
191	3	228	122	6.7	2.64	0
191	4	214	338	8.68	5.56	0
191	5	175	215	8.27	3.32	0
191	6	279	279	9.08	1.84	0
191	7	172	348	5.64	2.45	0
191	8	381	334	6.66	3.68	0
191	9	376	237	6.02	1.24	0
192	0	187	240	9.77	4.12	0
192	1	156	113	5.8	5.1	0
192	2	276	112	5.57	2.39	0
192	3	228	122	6.7	2.64	0
192	4	220	333	8.68	5.56	0
192	5	166	214	8.27	3.32	0
192	6	276	288	9.08	1.84	0
192	7	167	352	5.64	2.45	0
192	8	375	331	6.66	3.68	0
192	9	378	243	6.02	1.24	0
193	0	181	232	9.77	4.12	0
193	1	158	108	5.8	5.1	0
193	2	272	116	5.57	2.39	0
193	3	228	122	6.7	2.64	0
193	4	227	327	8.68	5.56	0
193	5	158	212	8.27	3.32	0
193	6	274	297	9.08	1.84	0
193	7	163	355	5.64	2.45	0
193	8	370	327	6.66	3.68	0
193	9	380	249	6.02	1.24	0
194	0	176	224	9.77	4.12	0
194	1	160	102	5.8	5.1	0
194	2	268	120	5.57	2.39	0
194	3	231	128	6.67	1.12	0
194	4	233	321	8.68	5.56	0
194	5	150	211	8.27	3.32	0
194	6	271	306	9.08	1.84	0
194	7	159	348	8.1	4.27	0
194	8	364	324	6.66	3.68	0
194	9	382	254	6.02	1.24	0
195	0	170	216	9.77	4.12	0
195	1	163	97	5.8	5.1	0
195	2	264	124	5.57	2.39	0
195	3	234	134	6.67	1.12	0
195	4	240	315	8.68	5.56	0
195	5	142	209	8.27	3.32	0
195	6	269	314	9.08	1.84	0
195	7	156	341	8.1	4.27	0
195	8	358	321	6.66	3.68	0
195	9	384	260	6.02	1.24	0
196	0	165	208	9.77	4.12	0
196	1	165	92	5.8	5.1	0
196	2	260	127	5.57	2.39	0
196	3	237	140	6.67	1.12	0
196	4	246	310	8.68	5.56	0
196	5	134	208	8.27	3.32	0
196	6	266	323	9.08	1.84	0
196	7	152	333	8.1	4.27	0
196	8	352	317	6.66	3.68	0
196	9	386	266	6.02	1.24	0
197	0	159	200	9.77	4.12	0
197	1	167	86	5.8	5.1	0
197	2	256	131	5.57	2.39	0
197	3	240	146	6.67	1.12	0
197	4	253	304	8.68	5.56	0
197	5	126	206	8.27	3.32	0
197	6	264	332	9.08	1.84	0
197	7	149	326	8.1	4.27	0
197	8	347	314	6.66	3.68	0
197	9	388	271	6.02	1.24	0
198	0	154	192	9.77	4.12	0
198	1	169	81	5.8	5.1	0
198	2	251	135	5.57	2.39	0
198	3	243	152	6.67	1.12	0
198	4	259	298	8.68	5.56	0
198	5	118	205	8.27	3.32	0
198	6	261	341	9.08	1.84	0
198	7	146	319	8.1	4.27	0
198	8	341	310	6.66	3.68	0
198	9	390	277	6.02	1.24	0
199	0	148	183	9.77	4.12	0
199	1	171	75	5.8	5.1	0
199	2	247	139	5.57	2.39	0
199	3	246	158	6.67	1.12	0
199	4	266	292	8.68	5.56	0
199	5	109	203	8.27	3.32	0
199	6	259	349	9.08	1.84	0
199	7	142	311	8.1	4.27	0
199	8	335	307	6.66	3.68	0
199	9	392	283	6.02	1.24	0
200	0	143	175	9.77	4.12	0
200	1	174	70	5.8	5.1	0
200	2	243	143	5.57	2.39	0
200	3	249	164	6.67	1.12	0
200	4	272	287	8.68	5.56	0
200	5	101	202	8.27	3.32	0
200	6	256	358	9.08	1.84	0
200	7	139	304	8.1	4.27	0
200	8	329	304	6.66	3.68	0
200	9	394	288	6.02	1.24	0
201	0	138	167	9.77	4.12	0
201	1	176	65	5.8	5.1	0
201	2	239	146	5.57	2.39	0
201	3	252	170	6.67	1.12	0
201	4	279	281	8.68	5.56	0
201	5	93	200	8.27	3.32	0
201	6	254	367	9.08	1.84	0
201	7	135	297	8.1	4.27	0
201	8	324	300	6.66	3.68	0
201	9	396	294	6.02	1.24	0
202	0	132	159	9.77	4.12	0
202	1	178	59	5.8	5.1	0
202	2	235	150	5.57	2.39	0
202	3	255	176	6.67	1.12	0
202	4	285	275	8.68	5.56	0
202	5	85	199	8.27	3.32	0
202	6	252	375	9.08	1.84	0
202	7	132	289	8.1	4.27	0
202	8	318	297	6.66	3.68	0
202	9	398	300	6.02	1.24	0
203	0	127	151	9.77	4.12	0
203	1	180	54	5.8	5.1	0
203	2	231	154	5.57	2.39	0
203	3	257	182	6.67	1.12	0
203	4	292	269	8.68	5.56	0
203	5	77	197	8.27	3.32	0
203	6	249	384	9.08	1.84	0
203	7	128	282	8.1	4.27	0
203	8	312	294	6.66	3.68	0
203	9	400	305	6.02	1.24	0
204	0	121	143	9.77	4.12	0
204	1	182	49	5.8	5.1	0
204	2	227	158	5.57	2.39	0
204	3	260	188	6.67	1.12	0
204	4	298	264	8.68	5.56	0
204	5	69	196	8.27	3.32	0
204	6	247	393	9.08	1.84	0
204	7	125	275	8.1	4.27	0
204	8	307	290	6.66	3.68	0
204	9	402	311	6.02	1.24	0
205	0	116	135	9.77	4.12	0
205	1	185	43	5.8	5.1	0
205	2	223	162	5.57	2.39	0
205	3	263	194	6.67	1.12	0
205	4	305	258	8.68	5.56	0
205	5	61	194	8.27	3.32	0
205	6	244	402	9.08	1.84	0
205	7	121	268	8.1	4.27	0
205	8	301	287	6.66	3.68	0
205	9	404	317	6.02	1.24	0
206	0	110	127	9.77	4.12	0
206	1	185	42	5.8	5.1	0
206	2	219	165	5.57	2.39	0
206	3	266	200	6.67	1.12	0
206	4	311	252	8.68	5.56	0
206	5	52	193	8.27	3.32	0
206	6	242	410	9.08	1.84	0
206	7	118	260	8.1	4.27	0
206	8	295	283	6.66	3.68	0
206	9	406	322	6.02	1.24	0
207	0	105	119	9.77	4.12	0
207	1	185	42	5.8	5.1	0
207	2	215	169	5.57	2.39	0
207	3	269	206	6.67	1.12	0
207	4	318	247	8.68	5.56	0
207	5	44	191	8.27	3.32	0
207	6	239	419	9.08	1.84	0
207	7	114	253	8.1	4.27	0
207	8	289	280	6.66	3.68	0
207	9	408	328	6.02	1.24	0
208	0	99	110	9.77	4.12	0
208	1	185	42	5.8	5.1	0
208	2	211	173	5.57	2.39	0
208	3	271	210	6.67	1.12	0
208	4	324	241	8.68	5.56	0
208	5	40	190	8.27	3.32	0
208	6	237	428	9.08	1.84	0
208	7	111	246	8.1	4.27	0
208	8	284	277	6.66	3.68	0
208	9	410	334	6.02	1.24	0
209	0	94	102	9.77	4.12	0
209	1	185	42	5.8	5.1	0
209	2	207	177	5.57	2.39	0
209	3	271	210	6.67	1.12	0
209	4	331	235	8.68	5.56	0
209	5	40	190	8.27	3.32	0
209	6	234	437	9.08	1.84	0
209	7	107	238	8.1	4.27	0
209	8	278	273	6.66	3.68	0
209	9	412	340	6.02	1.24	0
210	0	89	94	9.77	4.12	0
210	1	185	42	5.8	5.1	0
210	2	202	180	5.57	2.39	0
210	3	277	206	7.36	5.78	0
210	4	338	229	8.68	5.56	0
210	5	40	190	8.27	3.32	0
210	6	232	445	9.08	1.84	0
210	7	104	231	8.1	4.27	0
210	8	272	270	6.66	3.68	0
210	9	414	345	6.02	1.24	0
211	0	83	86	9.77	4.12	0
211	1	185	42	5.8	5.1	0
211	2	198	184	5.57	2.39	0
211	3	284	203	7.36	5.78	0
211	4	344	224	8.68	5.56	0
211	5	40	190	8.27	3.32	0
211	6	229	454	9.08	1.84	0
211	7	100	224	8.1	4.27	0
211	8	266	266	6.66	3.68	0
211	9	416	351	6.02	1.24	0
212	0	78	78	9.77	4.12	0
212	1	185	42	5.8	5.1	0
212	2	194	188	5.57	2.39	0
212	3	290	199	7.36	5.78	0
212	4	351	218	8.68	5.56	0
212	5	40	190	8.27	3.32	0
212	6	227	463	9.08	1.84	0
212	7	97	216	8.1	4.27	0
212	8	261	263	6.66	3.68	0
212	9	418	357	6.02	1.24	0
213	0	72	70	9.77	4.12	0
213	1	188	47	6.19	1.04	0
213	2	190	192	5.57	2.39	0
213	3	297	196	7.36	5.78	0
213	4	357	212	8.68	5.56	0
213	5	40	190	8.27	3.32	0
213	6	225	472	9.08	1.84	0
213	7	93	209	8.1	4.27	0
213	8	255	260	6.66	3.68	0
213	9	420	362	6.02	1.24	0
214	0	67	62	9.77	4.12	0
214	1	191	53	6.19	1.04	0
214	2	186	196	5.57	2.39	0
214	3	303	192	7.36	5.78	0
214	4	364	206	8.68	5.56	0
214	5	40	190	8.27	3.32	0
214	6	222	480	9.08	1.84	0
214	7	90	202	8.1	4.27	0
214	8	249	256	6.66	3.68	0
214	9	422	368	6.02	1.24	0
215	0	61	54	9.77	4.12	0
215	1	194	58	6.19	1.04	0
215	2	182	199	5.57	2.39	0
215	3	310	189	7.36	5.78	0
215	4	370	201	8.68	5.56	0
215	5	40	190	8.27	3.32	0
215	6	220	489	9.08	1.84	0
215	7	86	194	8.1	4.27	0
215	8	244	253	6.66	3.68	0
215	9	424	374	6.02	1.24	0
216	0	60	52	9.77	4.12	0
216	1	198	63	6.19	1.04	0
216	2	178	203	5.57	2.39	0
216	3	316	185	7.36	5.78	0
216	4	377	195	8.68	5.56	0
216	5	40	190	8.27	3.32	0
216	6	220	489	9.08	1.84	0
216	7	83	187	8.1	4.27	0
216	8	238	249	6.66	3.68	0
216	9	426	379	6.02	1.24	0
217	0	60	52	9.77	4.12	0
217	1	201	69	6.19	1.04	0
217	2	174	207	5.57	2.39	0
217	3	323	182	7.36	5.78	0
217	4	383	189	8.68	5.56	0
217	5	46	189	6.83	6.03	0
217	6	220	489	9.08	1.84	0
217	7	80	180	8.1	4.27	0
217	8	232	246	6.66	3.68	0
217	9	428	385	6.02	1.24	0
218	0	60	52	9.77	4.12	0
218	1	204	74	6.19	1.04	0
218	2	170	211	5.57	2.39	0
218	3	329	178	7.36	5.78	0
218	4	390	183	8.68	5.56	0
218	5	46	188	6.83	6.03	0
218	6	220	489	9.08	1.84	0
218	7	76	172	8.1	4.27	0
218	8	226	243	6.66	3.68	0
218	9	430	391	6.02	1.24	0
219	0	60	52	9.77	4.12	0
219	1	207	79	6.19	1.04	0
219	2	166	215	5.57	2.39	0
219	3	335	175	7.36	5.78	0
219	4	396	178	8.68	5.56	0
219	5	46	188	6.83	6.03	0
219	6	220	489	9.08	1.84	0
219	7	73	165	8.1	4.27	0
219	8	221	239	6.66	3.68	0
219	9	432	396	6.02	1.24	0
220	0	61	59	7.06	1.47	0
220	1	210	85	6.19	1.04	0
220	2	162	218	5.57	2.39	0
220	3	342	171	7.36	5.78	0
220	4	403	172	8.68	5.56	0
220	5	46	188	6.83	6.03	0
220	6	220	489	9.08	1.84	0
220	7	69	158	8.1	4.27	0
220	8	215	236	6.66	3.68	0
220	9	434	402	6.02	1.24	0
221	0	62	66	7.06	1.47	0
221	1	213	90	6.19	1.04	0
221	2	158	222	5.57	2.39	0
221	3	348	167	7.36	5.78	0
221	4	409	166	8.68	5.56	0
221	5	46	188	6.83	6.03	0
221	6	220	489	9.08	1.84	0
221	7	66	150	8.1	4.27	0
221	8	209	232	6.66	3.68	0
221	9	434	402	6.02	1.24	0
222	0	62	73	7.06	1.47	0
222	1	216	95	6.19	1.04	0
222	2	153	226	5.57	2.39	0
222	3	355	164	7.36	5.78	0
222	4	416	161	8.68	5.56	0
222	5	46	188	6.83	6.03	0
222	6	222	482	7.05	5.09	0
222	7	62	143	8.1	4.27	0
222	8	203	229	6.66	3.68	0
222	9	434	402	6.02	1.24	0
223	0	63	80	7.06	1.47	0
223	1	220	101	6.19	1.04	0
223	2	149	230	5.57	2.39	0
223	3	361	160	7.36	5.78	0
223	4	422	155	8.68	5.56	0
223	5	46	188	6.83	6.03	0
223	6	225	476	7.05	5.09	0
223	7	59	136	8.1	4.27	0
223	8	198	226	6.66	3.68	0
223	9	434	402	6.02	1.24	0
224	0	64	87	7.06	1.47	0
224	1	223	106	6.19	1.04	0
224	2	145	233	5.57	2.39	0
224	3	368	157	7.36	5.78	0
224	4	429	149	8.68	5.56	0
224	5	53	189	6.61	0.15	0
224	6	227	469	7.05	5.09	0
224	7	55	129	8.1	4.27	0
224	8	192	222	6.66	3.68	0
224	9	434	402	6.02	1.24	0
225	0	64	94	7.06	1.47	0
225	1	226	111	6.19	1.04	0
225	2	141	237	5.57	2.39	0
225	3	374	153	7.36	5.78	0
225	4	435	143	8.68	5.56	0
225	5	59	190	6.61	0.15	0
225	6	230	463	7.05	5.09	0
225	7	52	121	8.1	4.27	0
225	8	186	219	6.66	3.68	0
225	9	434	402	6.02	1.24	0
226	0	65	101	7.06	1.47	0
226	1	229	117	6.19	1.04	0
226	2	137	241	5.57	2.39	0
226	3	381	150	7.36	5.78	0
226	4	442	138	8.68	5.56	0
226	5	66	191	6.61	0.15	0
226	6	233	456	7.05	5.09	0
226	7	48	114	8.1	4.27	0
226	8	181	215	6.66	3.68	0
226	9	434	402	6.02	1.24	0
227	0	66	108	7.06	1.47	0
227	1	232	122	6.19	1.04	0
227	2	133	245	5.57	2.39	0
227	3	387	146	7.36	5.78	0
227	4	448	132	8.68	5.56	0
227	5	73	192	6.61	0.15	0
227	6	235	450	7.05	5.09	0
227	7	45	107	8.1	4.27	0
227	8	175	212	6.66	3.68	0
227	9	434	402	6.02	1.24	0
228	0	66	115	7.06	1.47	0
228	1	235	127	6.19	1.04	0
228	2	129	249	5.57	2.39	0
228	3	394	143	7.36	5.78	0
228	4	455	126	8.68	5.56	0
228	5	79	193	6.61	0.15	0
228	6	238	443	7.05	5.09	0
228	7	41	99	8.1	4.27	0
228	8	169	209	6.66	3.68	0
228	9	435	397	5.16	4.92	0
229	0	67	122	7.06	1.47	0
229	1	238	133	6.19	1.04	0
229	2	125	252	5.57	2.39	0
229	3	400	139	7.36	5.78	0
229	4	461	120	8.68	5.56	0
229	5	86	194	6.61	0.15	0
229	6	240	436	7.05	5.09	0
229	7	38	92	8.1	4.27	0
229	8	163	205	6.66	3.68	0
229	9	436	392	5.16	4.92	0
230	0	68	129	7.06	1.47	0
230	1	241	138	6.19	1.04	0
230	2	121	256	5.57	2.39	0
230	3	407	136	7.36	5.78	0
230	4	464	118	8.68	5.56	0
230	5	92	195	6.61	0.15	0
230	6	243	430	7.05	5.09	0
230	7	34	85	8.1	4.27	0
230	8	158	202	6.66	3.68	0
230	9	437	387	5.16	4.92	0
231	0	68	136	7.06	1.47	0
231	1	245	143	6.19	1.04	0
231	2	117	260	5.57	2.39	0
231	3	413	132	7.36	5.78	0
231	4	458	126	9.4	2.26	0
231	5	99	196	6.61	0.15	0
231	6	245	423	7.05	5.09	0
231	7	31	79	8.1	4.27	0
231	8	152	199	6.66	3.68	0
231	9	438	382	5.16	4.92	0
232	0	69	143	7.06	1.47	0
232	1	248	149	6.19	1.04	0
232	2	113	264	5.57	2.39	0
232	3	419	129	7.36	5.78	0
232	4	452	133	9.4	2.26	0
232	5	105	197	6.61	0.15	0
232	6	248	417	7.05	5.09	0
232	7	31	79	8.1	4.27	0
232	8	146	195	6.66	3.68	0
232	9	439	377	5.16	4.92	0
233	0	70	150	7.06	1.47	0
233	1	251	154	6.19	1.04	0
233	2	108	267	5.57	2.39	0
233	3	426	125	7.36	5.78	0
233	4	446	140	9.4	2.26	0
233	5	112	198	6.61	0.15	0
233	6	250	410	7.05	5.09	0
233	7	31	79	8.1	4.27	0
233	8	140	192	6.66	3.68	0
233	9	440	372	5.16	4.92	0
234	0	71	157	7.06	1.47	0
234	1	254	159	6.19	1.04	0
234	2	104	271	5.57	2.39	0
234	3	432	122	7.36	5.78	0
234	4	440	147	9.4	2.26	0
234	5	118	199	6.61	0.15	0
234	6	253	404	7.05	5.09	0
234	7	31	79	8.1	4.27	0
234	8	135	188	6.66	3.68	0
234	9	441	367	5.16	4.92	0
235	0	71	164	7.06	1.47	0
235	1	257	165	6.19	1.04	0
235	2	100	275	5.57	2.39	0
235	3	439	118	7.36	5.78	0
235	4	434	155	9.4	2.26	0
235	5	125	200	6.61	0.15	0
235	6	256	397	7.05	5.09	0
235	7	31	79	8.1	4.27	0
235	8	129	185	6.66	3.68	0
235	9	442	362	5.16	4.92	0
236	0	72	171	7.06	1.47	0
236	1	260	170	6.19	1.04	0
236	2	96	279	5.57	2.39	0
236	3	445	115	7.36	5.78	0
236	4	428	162	9.4	2.26	0
236	5	131	201	6.61	0.15	0
236	6	258	390	7.05	5.09	0
236	7	38	80	6.62	0.22	0
236	8	123	182	6.66	3.68	0
236	9	443	357	5.16	4.92	0
237	0	73	178	7.06	1.47	0
237	1	263	175	6.19	1.04	0
237	2	92	283	5.57	2.39	0
237	3	452	111	7.36	5.78	0
237	4	422	169	9.4	2.26	0
237	5	138	202	6.61	0.15	0
237	6	261	384	7.05	5.09	0
237	7	44	81	6.62	0.22	0
237	8	118	178	6.66	3.68	0
237	9	444	352	5.16	4.92	0
238	0	73	185	7.06	1.47	0
238	1	267	181	6.19	1.04	0
238	2	88	286	5.57	2.39	0
238	3	458	108	7.36	5.78	0
238	4	416	176	9.4	2.26	0
238	5	144	203	6.61	0.15	0
238	6	263	377	7.05	5.09	0
238	7	51	83	6.62	0.22	0
238	8	112	175	6.66	3.68	0
238	9	445	347	5.16	4.92	0
239	0	74	192	7.06	1.47	0
239	1	270	186	6.19	1.04	0
239	2	84	290	5.57	2.39	0
239	3	459	107	7.36	5.78	0
239	4	410	184	9.4	2.26	0
239	5	151	204	6.61	0.15	0
239	6	266	371	7.05	5.09	0
239	7	57	84	6.62	0.22	0
239	8	106	171	6.66	3.68	0
239	9	446	342	5.16	4.92	0
240	0	75	199	7.06	1.47	0
240	1	273	191	6.19	1.04	0
240	2	80	294	5.57	2.39	0
240	3	459	107	7.36	5.78	0
240	4	404	191	9.4	2.26	0
240	5	158	205	6.61	0.15	0
240	6	268	364	7.05	5.09	0
240	7	64	86	6.62	0.22	0
240	8	100	168	6.66	3.68	0
240	9	448	337	5.16	4.92	0
241	0	75	206	7.06	1.47	0
241	1	276	197	6.19	1.04	0
241	2	76	298	5.57	2.39	0
241	3	454	114	8.2	2.17	0
241	4	398	198	9.4	2.26	0
241	5	164	206	6.61	0.15	0
241	6	271	358	7.05	5.09	0
241	7	70	87	6.62	0.22	0
241	8	95	165	6.66	3.68	0
241	9	449	332	5.16	4.92	0
242	0	76	213	7.06	1.47	0
242	1	279	202	6.19	1.04	0
242	2	72	302	5.57	2.39	0
242	3	450	121	8.2	2.17	0
242	4	392	206	9.4	2.26	0
242	5	171	207	6.61	0.15	0
242	6	274	351	7.05	5.09	0
242	7	77	89	6.62	0.22	0
242	8	89	161	6.66	3.68	0
242	9	450	327	5.16	4.92	0
243	0	77	220	7.06	1.47	0
243	1	282	207	6.19	1.04	0
243	2	68	305	5.57	2.39	0
243	3	445	128	8.2	2.17	0
243	4	386	213	9.4	2.26	0
243	5	177	208	6.61	0.15	0
243	6	276	345	7.05	5.09	0
243	7	83	90	6.62	0.22	0
243	8	83	158	6.66	3.68	0
243	9	451	322	5.16	4.92	0
244	0	77	227	7.06	1.47	0
244	1	285	213	6.19	1.04	0
244	2	64	309	5.57	2.39	0
244	3	440	134	8.2	2.17	0
244	4	381	220	9.4	2.26	0
244	5	184	209	6.61	0.15	0
244	6	279	338	7.05	5.09	0
244	7	90	91	6.62	0.22	0
244	8	77	154	6.66	3.68	0
244	9	452	317	5.16	4.92	0
245	0	78	234	7.06	1.47	0
245	1	289	218	6.19	1.04	0
245	2	59	313	5.57	2.39	0
245	3	436	141	8.2	2.17	0
245	4	375	227	9.4	2.26	0
245	5	190	210	6.61	0.15	0
245	6	281	331	7.05	5.09	0
245	7	96	93	6.62	0.22	0
245	8	72	151	6.66	3.68	0
245	9	453	312	5.16	4.92	0
246	0	79	241	7.06	1.47	0
246	1	292	223	6.19	1.04	0
246	2	55	317	5.57	2.39	0
246	3	431	148	8.2	2.17	0
246	4	369	235	9.4	2.26	0
246	5	197	211	6.61	0.15	0
246	6	284	325	7.05	5.09	0
246	7	103	94	6.62	0.22	0
246	8	66	148	6.66	3.68	0
246	9	454	307	5.16	4.92	0
247	0	80	248	7.06	1.47	0
247	1	295	229	6.19	1.04	0
247	2	51	320	5.57	2.39	0
247	3	426	155	8.2	2.17	0
247	4	363	242	9.4	2.26	0
247	5	203	212	6.61	0.15	0
247	6	286	318	7.05	5.09	0
247	7	109	96	6.62	0.22	0
247	8	60	144	6.66	3.68	0
247	9	455	302	5.16	4.92	0
248	0	80	256	7.06	1.47	0
248	1	298	234	6.19	1.04	0
248	2	47	324	5.57	2.39	0
248	3	422	162	8.2	2.17	0
248	4	357	249	9.4	2.26	0
248	5	210	213	6.61	0.15	0
248	6	289	312	7.05	5.09	0
248	7	116	97	6.62	0.22	0
248	8	55	141	6.66	3.68	0
248	9	456	297	5.16	4.92	0
249	0	81	263	7.06	1.47	0
249	1	301	239	6.19	1.04	0
249	2	43	328	5.57	2.39	0
249	3	417	168	8.2	2.17	0
249	4	351	257	9.4	2.26	0
249	5	216	214	6.61	0.15	0
249	6	292	305	7.05	5.09	0
249	7	122	99	6.62	0.22	0
249	8	49	137	6.66	3.68	0
249	9	457	292	5.16	4.92	0
250	0	82	270	7.06	1.47	0
250	1	304	245	6.19	1.04	0
250	2	40	331	5.57	2.39	0
250	3	413	175	8.2	2.17	0
250	4	345	264	9.4	2.26	0
250	5	223	215	6.61	0.15	0
250	6	294	299	7.05	5.09	0
250	7	128	100	6.62	0.22	0
250	8	43	134	6.66	3.68	0
250	9	458	286	5.16	4.92	0
251	0	82	277	7.06	1.47	0
251	1	307	250	6.19	1.04	0
251	2	49	327	9.68	5.94	0
251	3	408	182	8.2	2.17	0
251	4	339	271	9.4	2.26	0
251	5	230	216	6.61	0.15	0
251	6	297	292	7.05	5.09	0
251	7	135	101	6.62	0.22	0
251	8	39	132	6.66	3.68	0
251	9	459	281	5.16	4.92	0
252	0	83	284	7.06	1.47	0
252	1	311	255	6.19	1.04	0
252	2	59	324	9.68	5.94	0
252	3	403	189	8.2	2.17	0
252	4	333	278	9.4	2.26	0
252	5	236	217	6.61	0.15	0
252	6	299	285	7.05	5.09	0
252	7	141	103	6.62	0.22	0
252	8	39	132	6.66	3.68	0
252	9	460	276	5.16	4.92	0
253	0	84	291	7.06	1.47	0
253	1	314	261	6.19	1.04	0
253	2	68	321	9.68	5.94	0
253	3	399	195	8.2	2.17	0
253	4	327	286	9.4	2.26	0
253	5	243	218	6.61	0.15	0
253	6	302	279	7.05	5.09	0
253	7	148	104	6.62	0.22	0
253	8	39	132	6.66	3.68	0
253	9	461	271	5.16	4.92	0
254	0	84	298	7.06	1.47	0
254	1	317	266	6.19	1.04	0
254	2	77	318	9.68	5.94	0
254	3	394	202	8.2	2.17	0
254	4	321	293	9.4	2.26	0
254	5	249	219	6.61	0.15	0
254	6	304	272	7.05	5.09	0
254	7	154	106	6.62	0.22	0
254	8	43	129	5.02	5.73	0
254	9	463	266	5.16	4.92	0
255	0	85	305	7.06	1.47	0
255	1	320	271	6.19	1.04	0
255	2	86	315	9.68	5.94	0
255	3	389	209	8.2	2.17	0
255	4	315	300	9.4	2.26	0
255	5	256	220	6.61	0.15	0
255	6	307	266	7.05	5.09	0
255	7	161	107	6.62	0.22	0
255	8	47	126	5.02	5.73	0
255	9	464	261	5.16	4.92	0
256	0	86	312	7.06	1.47	0
256	1	323	277	6.19	1.04	0
256	2	95	311	9.68	5.94	0
256	3	385	216	8.2	2.17	0
256	4	309	307	9.4	2.26	0
256	5	262	221	6.61	0.15	0
256	6	310	259	7.05	5.09	0
256	7	167	109	6.62	0.22	0
256	8	52	124	5.02	5.73	0
256	9	465	256	5.16	4.92	0
257	0	86	319	7.06	1.47	0
257	1	326	282	6.19	1.04	0
257	2	104	308	9.68	5.94	0
257	3	380	223	8.2	2.17	0
257	4	303	315	9.4	2.26	0
257	5	269	222	6.61	0.15	0
257	6	312	253	7.05	5.09	0
257	7	174	110	6.62	0.22	0
257	8	56	121	5.02	5.73	0
257	9	466	251	5.16	4.92	0
258	0	87	326	7.06	1.47	0
258	1	329	287	6.19	1.04	0
258	2	113	305	9.68	5.94	0
258	3	376	229	8.2	2.17	0
258	4	297	322	9.4	2.26	0
258	5	275	223	6.61	0.15	0
258	6	315	246	7.05	5.09	0
258	7	180	112	6.62	0.22	0
258	8	60	118	5.02	5.73	0
258	9	467	246	5.16	4.92	0
259	0	88	333	7.06	1.47	0
